work_id,composer_id,title,subtitle,searchterms,genre,recommended,popular
161,136,"German Dances, K.602",,,Orchestral,0,0
162,136,"German Dances, K.605",,,Orchestral,0,0
163,136,"German Dances, K.606",,,Orchestral,0,0
164,136,"German Hymns, K.343",,,Vocal,0,0
165,136,"God is our Refuge, K.20",Motet,,Vocal,0,0
166,136,"Grabmusik, K.42",Cantata,,Vocal,0,0
167,136,"Great Mass in C minor, K.427",,,Vocal,1,0
168,136,"Horn Concerto no. 1 in D major, K.412",,,Orchestral,0,0
169,136,"Horn Concerto no. 2 in E flat major, K.417",,,Orchestral,0,0
170,136,"Horn Concerto no. 3 in E flat major, K.447",,,Orchestral,0,0
171,136,"Horn Concerto no. 4 in E flat major, K.495",,,Orchestral,0,0
172,136,"Horn Quintet in E flat major, K.407",,,Chamber,0,0
173,136,"Ich würd' auf meinem Pfad, K.390",Song,,Vocal,0,0
174,136,"Idomeneo, rè di Creta, K.366",Opera,,Stage,0,0
175,136,"Ihr unsre neuen Leiter, K.484",Song for choir,,Vocal,0,0
176,136,"Il rè pastore, K.208",Opera,,Stage,0,0
177,136,"Il sogno di Scipione, K.126",Opera,,Stage,0,0
178,136,"Im Fruehlingsanfang, K.597",Song,,Vocal,0,0
179,136,"In te spero, o sposo amato, K.440",Aria for soprano and orchestra,,Vocal,0,0
180,136,"Inter natos mulierum, K.72",Offertory,,Vocal,0,0
181,136,"Io ti lascio, o cara, K.Anh.245",Aria for bass and orchestra,,Vocal,0,0
182,136,"Keyboard Concerto in D major, K.107 no. 1",,,Orchestral,0,0
183,136,"Keyboard Concerto in G major, K.107 no. 2",,,Orchestral,0,0
184,136,"Komm, liebe Zither K.351",Song,,Vocal,0,0
185,136,"Komm, liebe Zither, K.367",Song,,Vocal,0,0
186,136,"Kommet her, ihr frechen Sünder, K.146",Aria for soprano and orchestra,,Vocal,0,0
187,136,"Kyrie in D minor, K.341",,,Vocal,0,0
188,136,"Kyrie in F major, K.33",,,Vocal,0,0
189,136,"Kyrie in G major, K.89",For 5 voices,,Vocal,0,0
190,136,"L'oca del Cairo, K.422",Opera,,Stage,0,0
191,136,"La Betulia liberata, K.118",Oratorio,,Vocal,0,0
192,136,"La clemenza di Tito, K.621",Opera,,Stage,0,0
193,136,"La finta giardiniera, K.196",Opera,,Stage,0,0
194,136,"La finta semplice, K.51",Opera,,Stage,0,0
195,136,"Le nozze di Figaro, K.492",Opera,,Stage,1,0
196,136,"Les petits riens, K.299b",Ballet,,Stage,0,0
197,136,"Liebes Manndel, wo ist's Bandel, K.441","Trio for soprano, tenor, bass and strings",,Vocal,0,0
198,136,"Lied der Freiheit, K. 506",Song,,Vocal,0,0
199,136,Lied zu Gesellenreise K.468,Song,,Vocal,0,0
200,136,"Litaniae de venerabili altaris sacramento, K.125","For soloists, choir and orchestra",,Vocal,0,0
201,136,"Litaniae de venerabili altaris sacramento, K.243","For soloists, choir and orchestra",,Vocal,0,0
202,136,"Litaniae Lauretanae de Beata Maria Virgine, K.109","For soloists, choir and orchestra",,Vocal,0,0
203,136,"Litaniae Lauretanae de Beata Maria Virgine, K.195","For soloists, choir and orchestra",,Vocal,0,0
204,136,"Little Masonic Cantata, K.623",,,Vocal,0,0
205,136,"Lo sposo deluso, K.430",Opera,,Stage,0,0
206,136,"Lobegesang auf die feierliche Johannisloge, K.148",Song,,Vocal,0,0
207,136,"Luci care, luci belle, K.346",Notturno for 2 sopranos and bass,,Vocal,0,0
208,136,"Lucio Silla, K.135",Opera,,Stage,0,0
209,136,"Ma che vi fece, K.368",Recitativo and aria for soprano and orchestra,,Vocal,0,0
210,136,"Mandina amabile, K.480","Trio for soprano, tenor, bass and orchestra",,Vocal,0,0
211,136,"March in C major, K.214",,,Orchestral,0,0
212,136,"March in D major, K.189",,,Orchestral,0,0
213,136,"March in D major, K.215",,,Orchestral,0,0
214,136,"March in D major, K.237",,,Orchestral,0,0
215,136,"March in D major, K.249, ""Haffner""",,,Orchestral,0,0
216,136,"March in D major, K.290",,,Orchestral,0,0
217,136,"March in D major, K.445",,,Orchestral,0,0
218,136,"March in D major, K.62",,,Orchestral,0,0
219,136,"March in F major, K.248",,,Orchestral,0,0
220,136,"Marches, K. 408",,,Orchestral,0,0
221,136,"Marches, K.335",,,Orchestral,0,0
222,136,"Masonic Funeral Music, K.477",,,Orchestral,1,0
223,136,"Mass in C major, K.167, ""Trinitatis""",,,Vocal,0,0
224,136,"Mass in C major, K.257, ""Credo""",,,Vocal,0,0
225,136,"Mass in C major, K.262, ""Missa longa""",,,Vocal,0,0
226,136,"Mass in C major, K.337, ""Solemnis""",,,Vocal,0,0
227,136,"Mass in C major, K.66, ""Dominicus""",,,Vocal,0,0
228,136,"Mass in C minor, K.139, ""Waisenhaus""",,,Vocal,0,0
229,136,"Mentre ti lascio, K.513",Aria for bass and orchestra,,Vocal,0,0
230,136,"Mi lagnerò tacendo, K.437",Notturno for 2 sopranos and bass,,Vocal,0,0
231,136,"Mia speranza adorata, K.416",Scena and rondo for soprano and orchestra,,Vocal,0,0
232,136,"Minuet in A major, K.61g",,,Orchestral,0,0
233,136,"Minuet in C major, K.409",,,Orchestral,0,0
234,136,"Minuet in D major, K.355",,,Keyboard,0,0
235,136,"Minuet in D major, K.94",,,Keyboard,0,0
236,136,"Minuet in E flat major, K.122",,,Orchestral,0,0
237,136,"Minuet in F major, K.168a",For string quartet,,Chamber,0,0
238,136,"Minuets with Contradanses, K. 463",,,Orchestral,0,0
239,136,"Minuets, K. 176",,,Orchestral,0,0
240,136,"Minuets, K.103",,,Orchestral,0,0
241,136,"Minuets, K.104",,,Orchestral,0,0
242,136,"Minuets, K.105",,,Orchestral,0,0
243,136,"Minuets, K.164",,,Orchestral,0,0
244,136,"Minuets, K.315a",,,Keyboard,0,0
245,136,"Minuets, K.363",,,Orchestral,0,0
246,136,"Minuets, K.461",,,Orchestral,0,0
247,136,"Minuets, K.568",,,Orchestral,0,0
248,136,"Minuets, K.585",,,Orchestral,0,0
249,136,"Minuets, K.599",,,Orchestral,0,0
250,136,"Minuets, K.601",,,Orchestral,0,0
251,136,"Minuets, K.604",,,Orchestral,0,0
252,136,"Minuets, K.65a",,,Orchestral,0,0
253,136,"Misera, dove son, K.369",Recitative and aria for soprano and orchestra,,Vocal,0,0
254,136,"Miserere in A minor, K.85",,,Vocal,0,0
255,136,"Misericordias Domini, K.222",Offertory,,Vocal,0,0
256,136,"Misero me... Misero pargoletto, K.77",Recitative and aria for soprano and orchestra,,Vocal,0,0
257,136,"Misero! O sogno!, K.431",Recitative and aria for tenor and orchestra,,Vocal,0,0
258,136,"Missa brevis in B flat major, K.275",,,Vocal,0,0
259,136,"Missa brevis in C major, K.220, ""Spatzen""",,,Vocal,0,0
260,136,"Missa brevis in C major, K.258, ""Piccolomini""",,,Vocal,0,0
261,136,"Missa brevis in C major, K.259, ""Organ Solo""",,,Vocal,0,0
262,136,"Missa brevis in D major, K.194",,,Vocal,0,0
263,136,"Missa brevis in D minor, K.65",,,Vocal,0,0
264,136,"Missa brevis in F major, K.192",,,Vocal,0,0
265,136,"Missa brevis in G major, K.49",,,Vocal,0,0
266,136,"Mitridate, rè di Ponto, K.87",Opera,,Stage,0,0
267,136,"Müsst ich auch durch tausend Drachen, K.435",Aria for tenor and orchestra,,Vocal,0,0
268,136,"Nehmt meinen Dank, ihr holden Gönner!, K.383",Aria for soprano and orchestra,,Vocal,0,0
269,136,"No no, che non sei capace, K.419",Aria for soprano and orchestra,,Vocal,0,0
270,136,"Non curo l'affetto, K.74b",Aria for soprano and orchestra,,Vocal,0,0
271,136,"Non più. Tutto zascoltai. Non temer, amato bene, K.490","Scena and rondo for soprano, tenor and orchestra",,Vocal,0,0
272,136,"Notturno in D major, K.286",For 4 orchestras,,Orchestral,0,0
273,136,"Nun, liebes Weibchen, K.625","Comical duet for soprano, bass and orchestra",,Vocal,0,0
274,136,"Oboe Concerto in C major, K.314",,,Orchestral,0,0
275,136,"Oboe Quartet in F major, K.370",,,Chamber,0,0
276,136,"Oboe Quartet in F major, K.370",,,Chamber,0,0
277,136,"Oiseaux, si tous les ans, K.307",Arietta,,Vocal,0,0
278,136,"Ombra felice, K.255",Recitative and aria for alto and orchestra,,Vocal,0,0
279,136,"Or che il dover, K.36",Recitative and aria for tenor and orchestra,,Vocal,0,0
280,136,"Overture and 3 Contredanses, K.106",,,Orchestral,0,0
281,136,"Per pietà, bell'idol mio, K.78",Aria for soprano and orchestra,,Vocal,0,0
282,136,"Per pietà, non ricercate, K.420",Aria for tenor and orchestra,,Vocal,0,0
283,136,"Per quel paterno amplesso, K.79",Aria for soprano and orchestra,,Vocal,0,0
284,136,"Per questa bella mano, K.612",Aria for bass and orchestra,,Vocal,0,0
285,136,"Per queste tue manine, K.540b","Aria for soprano, bass and orchestra",,Vocal,0,0
286,136,"Piano Concerto in D major, K.107 no. 1",Arrangement of Johann Christian Bach Sonata Op. 5 no. 2,,Orchestral,0,0
287,136,"Piano Concerto in E flat major, K.107 no. 3",Arrangement of Johann Christian Bach Sonata Op. 5 no. 4,,Orchestral,0,0
288,136,"Piano Concerto in G major, K.107 no. 2",Arrangement of Johann Christian Bach Sonata Op. 5 no. 3,,Orchestral,0,0
289,136,"Piano Concerto no. 1 in F major, K.37",Based on music by Hermann Friedrich Raupach and Leontzi Honauer,,Orchestral,0,0
290,136,"Piano Concerto no. 10 in E flat major, K.365",For 2 pianos and orchestra,,Orchestral,0,0
291,136,"Piano Concerto no. 11 in F major, K.413",,,Orchestral,0,0
292,136,"Piano Concerto no. 12 in A major, K.414",,,Orchestral,0,0
293,136,"Piano Concerto no. 13 in C major, K.415",,,Orchestral,0,0
294,136,"Piano Concerto no. 14 in E flat major, K.449",,,Orchestral,0,0
295,136,"Piano Concerto no. 15 in B flat major, K.450",,,Orchestral,0,0
296,136,"Piano Concerto no. 16 in D major, K.451",,,Orchestral,0,0
297,136,"Piano Concerto no. 17 in G major, K.453",,,Orchestral,0,0
298,136,"Piano Concerto no. 18 in B flat major, K.456, ""Paradis""",,,Orchestral,0,0
299,136,"Piano Concerto no. 19 in F major, K.459",,,Orchestral,0,0
300,136,"Piano Concerto no. 2 in B flat major, K.39",Based on music by Hermann Friedrich Raupach and Johann Schobert,,Orchestral,0,0
301,136,"Piano Concerto no. 20 in D minor, K.466",,,Orchestral,1,1
302,136,"Piano Concerto no. 21 in C major, K.467",,,Orchestral,1,1
303,136,"Piano Concerto no. 22 in E flat major, K.482",,,Orchestral,0,0
304,136,"Piano Concerto no. 23 in A major, K.488",,,Orchestral,1,0
305,136,"Piano Concerto no. 24 in C minor, K.491",,,Orchestral,1,0
306,136,"Piano Concerto no. 25 in C major, K.503",,,Orchestral,0,0
307,136,"Piano Concerto no. 26 in D major, K.537, ""Coronation""",,,Orchestral,0,0
308,136,"Piano Concerto no. 27 in B flat major, K.595",,,Orchestral,0,0
309,136,"Piano Concerto no. 3 in D major, K.40","Based on music by Hermann Friedrich Raupach, Johann Gottfried Eckard and Carl Philipp Emanuel Bach",,Orchestral,0,0
310,136,"Piano Concerto no. 4 in G major, K.41",Based on music by Leontzi Honauer and Hermann Raupach,,Orchestral,0,0
311,136,"Piano Concerto no. 5 in D major, K.175",,,Orchestral,0,0
312,136,"Piano Concerto no. 6 in B flat major, K.238",,,Orchestral,0,0
313,136,"Piano Concerto no. 7 in F major, K.242, ""Lodron""",For 3 pianos and orchestra,,Orchestral,0,0
314,136,"Piano Concerto no. 8 in C major, K.246, ""Lützow""",,,Orchestral,0,0
315,136,"Piano Concerto no. 9 in E flat major, K.271, ""Jeunehomme""",,,Orchestral,1,0
316,136,"Piano Piece in F major, K.33b",,,Keyboard,0,0
317,136,"Piano Quartet no. 1 in G minor, K.478",,,Chamber,1,1
318,136,"Piano Quartet no. 2 in E flat major, K.493",,,Chamber,0,0
319,136,"Piano Sonata in F major, K. Anh.135",,,Keyboard,0,0
320,136,"Piano Sonata no. 1 in C major, K.279",,,Keyboard,0,0
321,136,"Piano Sonata no. 10 in C major, K.330",,,Keyboard,0,0
322,136,"Piano Sonata no. 11 in A major, K.331, ""Alla turca""",,,Keyboard,1,1
323,136,"Piano Sonata no. 12 in F major, K.332",,,Keyboard,0,0
324,136,"Piano Sonata no. 13 in B flat major, K. 333, ""Linz""",,,Keyboard,0,0
325,136,"Piano Sonata no. 14 in C minor, K.457",,,Keyboard,0,0
326,136,"Piano Sonata no. 15 in F major, K.533",,,Keyboard,0,0
327,136,"Piano Sonata no. 16 in C major, K.545, ""Facile""",,,Keyboard,0,1
328,136,"Piano Sonata no. 17 in B flat major, K.570",,,Keyboard,0,0
329,136,"Piano Sonata no. 18 in D major, K.576",,,Keyboard,0,0
330,136,"Piano Sonata no. 2 in F major, K.280",,,Keyboard,0,0
331,136,"Piano Sonata no. 3 in B flat major, K.281",,,Keyboard,0,0
332,136,"Piano Sonata no. 4 in E flat major, K.282",,,Keyboard,0,0
333,136,"Piano Sonata no. 5 in G major, K.283",,,Keyboard,0,0
334,136,"Piano Sonata no. 6 in D major, K.284, ""Dürnitz""",,,Keyboard,0,0
335,136,"Piano Sonata no. 7 in C major, K.309",,,Keyboard,0,0
336,136,"Piano Sonata no. 8 in A minor, K.310",,,Keyboard,0,0
337,136,"Piano Sonata no. 9 in D major, K.311",,,Keyboard,0,0
338,136,"Piano Suite in C major, K.399",,,Keyboard,0,0
339,136,"Piano Trio in D minor, K.442",,,Chamber,0,0
340,136,"Piano Trio no. 1 in B flat major, K. 254",,,Chamber,0,0
341,136,"Piano Trio no. 2 in G major, K.496",,,Chamber,0,0
342,136,"Piano Trio no. 3 in B flat major, K. 502",,,Chamber,0,0
343,136,"Piano Trio no. 4 in E major, K. 542",,,Chamber,0,0
344,136,"Piano Trio no. 5 in C major, K. 548",,,Chamber,0,0
345,136,"Piano Trio no. 6 in G major, K.564",,,Chamber,0,0
346,136,"Piú non si trovano, K.549",Canzonetta for two sopranos and bass,,Vocal,0,0
347,136,"Popoli di Tessaglia, K.316",Recitative and aria for soprano and orchestra,,Vocal,0,0
348,136,"Prelude and Fugue in C major, K.394",,,Keyboard,0,0
349,136,"Preludes, K.284a",,,Keyboard,0,0
350,136,"Quaerite primum regnum Dei, K.86",Antiphon,,Vocal,0,0
351,136,"Quintet for Piano and Winds in E flat major, K.452",,,Chamber,0,0
352,136,"Regina coeli, K.108",Motet,,Vocal,0,0
353,136,"Regina coeli, K.127",Motet,,Vocal,0,0
354,136,"Regina coeli, K.276",Motet,,Vocal,0,0
355,136,"Requiem in D minor, K.626",,,Vocal,1,1
356,136,"Rivolgete a lui lo sguardo, K.584",Aria for bass and orchestra,,Vocal,0,0
357,136,"Rondo for Horn and Orchestra in D major, K.514",,,Orchestral,0,0
358,136,"Rondo for Piano and Orchestra in A major, K.386",,,Orchestral,0,0
359,136,"Rondo for Piano and Orchestra in D major, K.382",,,Orchestral,0,0
360,136,"Rondo for Piano and Orchestra in D major, K.386",,,Orchestral,0,0
361,136,"Rondo for Violin and Orchestra in B flat major, K.269",,,Orchestral,0,0
362,136,"Rondo for Violin and Orchestra in C major, K.373",,,Orchestral,0,0
363,136,"Rondo in A minor, K.511",,,Keyboard,0,0
364,136,"Rondo in D major, K.485",,,Keyboard,0,0
365,136,"Sancta Maria mater Dei, K.273",Motet,,Vocal,0,0
366,136,"Scande coeli limina, K.34",Offertory,,Vocal,0,0
367,136,"Schon lacht der holde Frühling, K.580",Aria for soprano and orchestra,,Vocal,0,0
368,136,"Se al labbro mio non credi, K.295",Aria for tenor and orchestra,,Vocal,0,0
369,136,"Se ardire, e speranza, K.82",Aria for soprano and orchestra,,Vocal,0,0
370,136,"Se lontan, K.438",Notturno for 2 sopranos and bass,,Vocal,0,0
371,136,"Se tutti i mali miei, K.83",Aria for soprano and orchestra,,Vocal,0,0
372,136,"Sehnsucht nach dem Fruehling, K.596",Song,,Vocal,0,0
373,136,"Sei du mein Trost, K.391",Song,,Vocal,0,0
374,136,"Serenade for Winds in B flat major, K.361, ""Gran Partita""",,,Orchestral,0,0
375,136,"Serenade for Winds in C minor, K.388",,,Orchestral,0,0
376,136,"Serenade for Winds in E flat major, K.375",,,Orchestral,0,0
377,136,"Serenade in D major, K.185, ""Antretter""",,,Orchestral,0,0
378,136,"Serenade in D major, K.203, ""Colloredo""",,,Orchestral,0,0
379,136,"Serenade in D major, K.204",,,Orchestral,0,0
380,136,"Serenade in D major, K.239, ""Serenata notturna""",,,Orchestral,0,0
381,136,"Serenade in D major, K.250, ""Haffner""",,,Orchestral,0,0
382,136,"Serenade in D major, K.320, ""Posthorn""",,,Orchestral,1,0
383,136,"Serenade in G major, K.525, ""Eine Kleine Nachtmusik""",,,Orchestral,0,1
384,136,"Si mostra la sorte, K.209",Aria for tenor and orchestra,,Vocal,0,0
385,136,"Sinfonia concertante in E flat major, K.297b","For flute, oboe, french horn, bassoon and orchestra",,Orchestral,0,0
386,136,"Sinfonia concertante in E flat major, K.364","For violin, viola and orchestra",,Orchestral,1,1
387,136,"Solfeggios, K.393",,,Vocal,0,0
388,136,"Sonata for Bassoon and Cello in B flat major, K.292",,,Chamber,0,0
389,136,"Sonata in B flat major, K.358",For piano 4 hands,,Keyboard,0,0
390,136,"Sonata in C major, K.521",For piano 4 hands,,Keyboard,0,0
391,136,"Sonata in D major, K.381",For piano 4 hands,,Keyboard,0,0
392,136,"Sonata in D major, K.448",For 2 pianos,,Keyboard,0,0
393,136,"Sonata in F major, K.497",For piano 4 hands,,Keyboard,0,0
394,136,"Sonata movement in B flat major, K.Anh.42",,,Keyboard,0,0
395,136,"Spiegarti non poss'io, K.489","Duet for soprano, tenor and orchestra",,Vocal,0,0
396,136,"String Quartet no. 1 in G major, K.80",,,Chamber,0,0
397,136,"String Quartet no. 10 in C major, K.170",,,Chamber,0,0
398,136,"String Quartet no. 11 in E flat major, K.171",,,Chamber,0,0
399,136,"String Quartet no. 12 in B major, K.172",,,Chamber,0,0
400,136,"String Quartet no. 13 in D minor, K.173",,,Chamber,0,0
401,136,"String Quartet no. 14 in G major, K.387, ""Spring""",,,Chamber,1,0
402,136,"String Quartet no. 15 in D minor, K.421",,,Chamber,0,0
403,136,"String Quartet no. 16 in E flat major, K.428",,,Chamber,0,0
404,136,"String Quartet no. 17 in B flat major, K.458, ""The Hunt""",,,Chamber,1,0
405,136,"String Quartet no. 18 in A major, K.464",,,Chamber,0,0
406,136,"String Quartet no. 19 in C major, K.465, ""Dissonance""",,,Chamber,1,1
407,136,"String Quartet no. 2 in D major, K.155",,,Chamber,0,0
408,136,"String Quartet no. 20 in D major, K.499, ""Hoffmeister""",,,Chamber,0,0
409,136,"String Quartet no. 21 in D major, K.575, ""Prussian""",,,Chamber,0,0
410,136,"String Quartet no. 22 in B flat major, K.589, ""Prussian""",,,Chamber,0,0
411,136,"String Quartet no. 23 in F major, K.590, ""Prussian""",,,Chamber,1,0
412,136,"String Quartet no. 3 in G major, K.156",,,Chamber,0,0
413,136,"String Quartet no. 4 in C major, K.157",,,Chamber,0,0
414,136,"String Quartet no. 5 in F major, K.158",,,Chamber,0,0
415,136,"String Quartet no. 6 in B flat major, K.159",,,Chamber,0,0
416,136,"String Quartet no. 7 in E flat major, K.160",,,Chamber,0,0
417,136,"String Quartet no. 8 in F major, K.168",,,Chamber,0,0
418,136,"String Quartet no. 9 in A major, K.169",,,Chamber,0,0
419,136,"String Quintet no. 1 in B flat major, K.174",,,Chamber,0,0
420,136,"String Quintet no. 2 in C minor, K.406",,,Chamber,0,0
421,136,"String Quintet no. 3 in C major, K.515",,,Chamber,1,0
422,136,"String Quintet no. 4 in G minor, K. 516",,,Chamber,1,0
423,136,"String Quintet no. 5 in D major, K.593",,,Chamber,0,0
424,136,"String Quintet no. 6 in E flat major, K.614",,,Chamber,0,0
425,136,"String Trio in B flat major, K.266",For 2 violins and double bass,,Chamber,0,0
426,136,"String Trio in E flat major, K.563",,,Chamber,0,0
427,136,"Symphony in B flat major, K.Anh.214",,,Orchestral,0,0
428,136,"Symphony in C major, K.102",,,Orchestral,0,0
429,136,"Symphony in C major, K.96",,,Orchestral,0,0
430,136,"Symphony in D major, K.120",,,Orchestral,0,0
431,136,"Symphony in D major, K.121",,,Orchestral,0,0
432,136,"Symphony in D major, K.161",,,Orchestral,0,0
433,136,"Symphony in D major, K.81",,,Orchestral,0,0
434,136,"Symphony in D major, K.97",,,Orchestral,0,0
435,136,"Symphony in F major, K.75",,,Orchestral,0,0
436,136,"Symphony in F major, K.76",,,Orchestral,0,0
437,136,"Symphony no. 1 in E flat major, K.16",,,Orchestral,0,0
438,136,"Symphony no. 10 in G major, K.74",,,Orchestral,0,0
439,136,"Symphony no. 11 in D major, K.84",,,Orchestral,0,0
440,136,"Symphony no. 12 in G major, K.110",,,Orchestral,0,0
441,136,"Symphony no. 13 in F major, K.112",,,Orchestral,0,0
442,136,"Symphony no. 14 in A major, K.114",,,Orchestral,0,0
443,136,"Symphony no. 15 in G major, K.124",,,Orchestral,0,0
444,136,"Symphony no. 16 in C major, K.128",,,Orchestral,0,0
445,136,"Symphony no. 17 in G major, K.129",,,Orchestral,0,0
446,136,"Symphony no. 18 in F major, K.130",,,Orchestral,0,0
447,136,"Symphony no. 19 in E flat major, K. 132",,,Orchestral,0,0
448,136,"Symphony no. 20 in D major, K.133",,,Orchestral,0,0
449,136,"Symphony no. 21 in A major, K.134",,,Orchestral,0,0
450,136,"Symphony no. 22 in C major, K.162",,,Orchestral,0,0
451,136,"Symphony no. 23 in D major, K.181",,,Orchestral,0,0
452,136,"Symphony no. 24 in B flat major, K.182",,,Orchestral,0,0
453,136,"Symphony no. 25 in G minor, K.183",,,Orchestral,1,1
454,136,"Symphony no. 26 in E flat major, K.184",,,Orchestral,0,0
455,136,"Symphony no. 27 in G major, K.199",,,Orchestral,0,0
456,136,"Symphony no. 28 in C major, K.200",,,Orchestral,0,0
457,136,"Symphony no. 29 in A major, K.201",,,Orchestral,0,0
458,136,"Symphony no. 30 in D major, K.202",,,Orchestral,0,0
459,136,"Symphony no. 31 in D major, K.297, ""Paris""",,,Orchestral,1,0
460,136,"Symphony no. 32 in G major, K.318",,,Orchestral,0,0
461,136,"Symphony no. 33 in B flat major, K.319",,,Orchestral,0,0
462,136,"Symphony no. 34 in C major, K.338",,,Orchestral,0,0
463,136,"Symphony no. 35 in D major, K.385, ""Haffner""",,,Orchestral,0,0
464,136,"Symphony no. 36 in C major, K.425, ""Linz""",,,Orchestral,0,0
465,136,"Symphony no. 37 in G major, K.444",,,Orchestral,0,0
466,136,"Symphony no. 38 in D major, K.504, ""Prague""",,,Orchestral,1,0
467,136,"Symphony no. 39 in E flat major, K.543",,,Orchestral,0,0
468,136,"Symphony no. 4 in D major, K.19",,,Orchestral,0,0
469,136,"Symphony no. 40 in G minor, K.550",,,Orchestral,1,1
470,136,"Symphony no. 41 in C major, K.551, ""Jupiter""",,,Orchestral,1,0
471,136,"Symphony no. 5 in B flat major, K.22",,,Orchestral,0,0
472,136,"Symphony no. 6 in F major, K.43",,,Orchestral,0,0
473,136,"Symphony no. 7 in D major, K.45",,,Orchestral,0,0
474,136,"Symphony no. 8 in D major, K.48",,,Orchestral,0,0
475,136,"Symphony no. 9 in C major, K.73",,,Orchestral,0,0
476,136,"Te Deum, K.141",,,Vocal,0,0
477,136,"Thamos, King of Egypt, K.345",Incidental music,,Orchestral,0,0
478,136,"The Abduction from the Seraglio, K.384",Opera,,Stage,0,0
479,136,"The Magic Flute, K.620",Opera,,Stage,1,1
480,136,"Trio for Clarinet, Viola and Piano in E flat major, K.498, ""Kegelstatt""",,,Chamber,0,0
481,136,"Un bacio di mano, K.541",Arietta for bass and orchestra,,Vocal,0,0
482,136,"Un moto di gioia mi sento, K.579",Aria for soprano and orchestra,,Vocal,0,0
483,136,"Va, dal furor portata, K.21",Aria for tenor and orchestra,,Vocal,0,0
484,136,"Vado, ma dove?, K.583",Aria for soprano and orchestra,,Vocal,0,0
485,136,"Variations in G major, K.501",For piano 4 hands,,Keyboard,0,0
486,136,"Variations on a theme by Duport, K.573",,,Keyboard,0,0
487,136,"Variations on a theme by Fischer, K.179",,,Keyboard,0,0
488,136,"Variations on a theme by Gluck, K.455",,,Keyboard,0,0
489,136,"Variations on a theme by Salieri, K.180",,,Keyboard,0,0
490,136,"Variations on Ah vous dirais-je, Maman, K.265",,,Keyboard,1,0
491,136,"Variations on an Original Theme, K.500",,,Keyboard,0,0
492,136,"Variations on an Original Theme, K.54",,,Keyboard,0,0
493,136,"Variations on Come un agnello, K.460",,,Keyboard,0,0
494,136,"Variations on Dieu d'amour, K.352",,,Keyboard,0,0
495,136,"Variations on Ein Weib ist das herrlichste Ding, K.613",,,Keyboard,0,0
496,136,"Variations on Hélas, j'ai perdu mon amant, K.360",For violin and piano,,Chamber,0,0
497,136,"Variations on Je suis lindor, K.354",,,Keyboard,0,0
498,136,"Variations on La belle françoise, K.353",,,Keyboard,0,0
499,136,"Variations on La Bergère Célimène, K.359",For violin and piano,,Chamber,0,0
500,136,"Variations on Laat ons juichen, K.24",,,Keyboard,0,0
501,136,"Variations on Lison dormait, K.264",,,Keyboard,0,0
502,136,"Variations on Salve tu, Domine, K.398",,,Keyboard,0,0
503,136,"Variations on Willem van Nassau, K.25",,,Keyboard,0,0
504,136,"Variations, K.Anh.137",,,Keyboard,0,0
505,136,"Veni Sancte Spiritus, K.47",Motet,,Vocal,0,0
506,136,"Venite populi, K.260",Offertory,,Vocal,0,0
507,136,"Verdankt sei es dem Glanz, K.392",Song,,Vocal,0,0
508,136,"Vesperae solennes de confessore, K.339","For soloists, choir and orchestra",,Vocal,1,0
509,136,"Vesperae solennes de Dominica, K.321","For soloists, choir and orchestra",,Vocal,0,0
510,136,"Violin Concerto no. 1 in B flat major, K.207",,,Orchestral,0,0
511,136,"Violin Concerto no. 2 in D major, K.211",,,Orchestral,0,0
512,136,"Violin Concerto no. 3 in G major, K.216",,,Orchestral,1,0
513,136,"Violin Concerto no. 4 in D major, K.218",,,Orchestral,0,0
514,136,"Violin Concerto no. 5 in A major, K.219, ""Turkish""",,,Orchestral,1,0
515,136,"Violin Sonata no.  7 in A major, K.12",,,Chamber,0,0
516,136,"Violin Sonata no. 1 in C major, K.6",,,Chamber,0,0
517,136,"Violin Sonata no. 10 in B flat major, K.15",,,Chamber,0,0
518,136,"Violin Sonata no. 11 in E flat major, K.26",,,Chamber,0,0
519,136,"Violin Sonata no. 12 in G major, K.27",,,Chamber,0,0
520,136,"Violin Sonata no. 13 in C major, K.28",,,Chamber,0,0
521,136,"Violin Sonata no. 14 in D major, K.29",,,Chamber,0,0
522,136,"Violin Sonata no. 15 in F major, K. 30",,,Chamber,0,0
523,136,"Violin Sonata no. 16 in B flat major, K.31",,,Chamber,0,0
524,136,"Violin Sonata no. 17 in C major, K.296",,,Chamber,0,0
525,136,"Violin Sonata no. 18 in G major, K.301",,,Chamber,0,0
526,136,"Violin Sonata no. 19 in E flat major, K.302",,,Chamber,0,0
527,136,"Violin Sonata no. 2 in D major, K.7",,,Chamber,0,0
528,136,"Violin Sonata no. 20 in C major, K.303",,,Chamber,0,0
529,136,"Violin Sonata no. 21 in E minor, K.304",,,Chamber,1,0
530,136,"Violin Sonata no. 22 in A major, K.305",,,Chamber,0,0
531,136,"Violin Sonata no. 23 in D major, K.306",,,Chamber,0,0
532,136,"Violin Sonata no. 24 in F major, K.376",,,Chamber,0,0
533,136,"Violin Sonata no. 25 in F major, K.377",,,Chamber,0,0
534,136,"Violin Sonata no. 26 in B flat major, K.378",,,Chamber,0,0
535,136,"Violin Sonata no. 27 in G major, K.379",,,Chamber,0,0
536,136,"Violin Sonata no. 28 in E flat major, K.380",,,Chamber,0,0
